date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,stringency_index,stay_home_requirements,facial_coverings,school_closures,workplace_closures,cancel_public_events,restriction_gatherings
2021-02-12,4017779,15163,116370,758,0.72,593335,69422244,0.0244,41,15091696,14556827,534869,549378,87.96,2,3,3,3,2,4
2021-02-13,4031095,13316,116991,621,0.73,368247,69790491,0.0236,42.4,15599904,15062189,537715,508208,87.96,2,3,3,3,2,4
2021-02-14,4042077,10982,117249,258,0.73,373484,70163975,0.0236,42.4,15839781,15300151,539630,239877,87.96,2,3,3,3,2,4
2021-02-15,4051847,9770,117481,232,0.74,428689,70592664,0.0235,42.5,16122272,15576107,546165,282491,87.96,2,3,3,3,2,4
2021-02-16,4062477,10630,118280,799,0.75,471380,71064044,0.0235,42.5,16499549,15940972,558577,377277,87.96,2,3,3,3,2,4
2021-02-17,4075198,12721,119018,738,0.76,546351,71610395,0.0247,40.4,16996806,16423082,573724,497257,87.96,2,3,3,3,2,4
2021-02-18,4087258,12060,119472,454,0.77,530800,72141195,0.0256,39.1,17465127,16875536,589591,468321,87.96,2,3,3,3,2,4
2021-02-19,4099292,12034,120005,533,0.77,496294,72637489,0.0254,39.4,17852327,17247442,604885,387200,87.96,2,3,3,3,2,4
2021-02-20,4109700,10408,120450,445,0.78,384274,73021763,0.0243,41.1,18197269,17582121,615148,344942,87.96,2,3,3,3,2,4
2021-02-21,4119535,9835,120665,215,0.79,567541,73589304,0.0226,44.2,18348165,17723840,624325,150896,87.96,2,3,3,3,2,4
2021-02-22,4130180,10645,120842,177,0.79,653436,74242740,0.0215,46.6,18558969,17916181,642788,210804,86.11,2,3,3,3,2,4
2021-02-23,4138669,8489,121390,548,0.77,579445,74822185,0.0203,49.3,18911978,18242873,669105,353009,86.11,2,3,3,3,2,4
2021-02-24,4148608,9939,121833,443,0.76,718063,75540248,0.0187,53.5,19392553,18691835,700718,480575,86.11,2,3,3,3,2,4
2021-02-25,4158594,9986,122156,323,0.74,720484,76260732,0.0173,57.7,19913592,19177555,736037,521039,86.11,2,3,3,3,2,4
2021-02-26,4167118,8524,122501,345,0.72,589191,76849923,0.0161,62.1,20450858,19682048,768810,537266,86.11,2,3,3,3,2,4
2021-02-27,4174553,7435,122791,290,0.71,367716,77217639,0.0155,64.7,20885683,20089551,796132,434825,86.11,2,3,3,3,2,4
2021-02-28,4180592,6039,122935,144,0.7,520756,77738395,0.0147,68,21091267,20275451,815816,205584,86.11,2,3,3,3,2,4
2021-03-01,4186047,5455,123039,104,0.7,715777,78454172,0.0133,75.4,21322717,20478619,844098,231450,86.11,2,3,3,3,2,4
2021-03-02,4192439,6392,123382,343,0.71,679482,79133654,0.0125,80.2,21599027,20703615,895412,276310,86.11,2,3,3,3,2,4
2021-03-03,4198825,6386,123869,487,0.71,844157,79977811,0.0113,88.4,21946433,20982571,963862,347406,86.11,2,3,3,3,2,4
2021-03-04,4205399,6574,124111,242,0.72,974513,80952324,0.01,100.2,22392883,21358815,1034068,446450,86.11,2,3,3,3,2,4
2021-03-05,4211345,5946,124347,236,0.73,938318,81890642,0.0088,114,22887118,21796278,1090840,494235,86.11,2,3,3,3,2,4
2021-03-06,4217384,6039,124505,158,0.76,439157,82329799,0.0084,119.4,23335514,22213112,1122402,448396,86.11,2,3,3,3,2,4
2021-03-07,4222561,5177,124587,82,0.78,793051,83122850,0.0078,128.3,23519898,22377255,1142643,184384,86.11,2,3,3,3,2,4
2021-03-08,4227274,4713,124652,65,0.79,1518024,84640874,0.0067,150.1,23773959,22592528,1181431,254061,82.41,2,3,3,3,2,4
2021-03-09,4233041,5767,124883,231,0.82,1361860,86002734,0.0059,169.2,24064182,22809829,1254353,290223,82.41,2,3,3,3,2,4
2021-03-10,4238967,5926,125073,190,0.84,1546073,87548807,0.0053,188.6,24405231,23053716,1351515,341049,82.41,2,3,3,3,2,4
2021-03-11,4245720,6753,125254,181,0.86,1597522,89146329,0.0049,203.2,24759603,23314525,1445078,354372,82.41,2,3,3,3,2,4
2021-03-12,4252329,6609,125429,175,0.87,1388198,90534527,0.0047,210.9,25216857,23684103,1532754,457254,82.41,2,3,3,3,2,4
2021-03-13,4257863,5534,125550,121,0.87,423507,90958034,0.0047,213.2,25781120,24196211,1584909,564263,80.56,2,3,3,3,2,4
2021-03-14,4262481,4618,125602,52,0.87,950753,91908787,0.0045,220.1,26063501,24453221,1610280,282381,80.56,2,3,3,3,2,4
2021-03-15,4267571,5090,125666,64,0.88,1556286,93465073,0.0046,219,26503552,24839906,1663646,440051,78.7,2,3,3,3,2,4
2021-03-16,4272866,5295,125776,110,0.89,1301545,94766618,0.0045,220.1,27032671,25273226,1759445,529119,78.7,2,3,2,3,2,4
2021-03-17,4278624,5758,125917,141,0.9,1615995,96382613,0.0045,222.8,27614526,25735472,1879054,581855,78.7,2,3,2,3,2,4
2021-03-18,4284927,6303,126012,95,0.9,1425011,97807624,0.0045,220.9,28274802,26263732,2011070,660276,78.7,2,3,2,3,2,4
2021-03-19,4289729,4802,126112,100,0.91,907528,98715152,0.0046,218.7,29015457,26878662,2136795,740655,78.7,2,3,2,3,2,4
2021-03-20,4295316,5587,126208,96,0.93,446679,99161831,0.0046,219,29859742,27630970,2228772,844285,78.7,2,3,2,3,2,4
2021-03-21,4300628,5312,126241,33,0.95,1868835,101030666,0.0042,239.1,30279360,27997976,2281384,419618,78.7,2,3,2,3,2,4
2021-03-22,4305970,5342,126258,17,0.95,1169040,102199706,0.0044,227.5,30691557,28327873,2363684,412197,78.7,2,3,2,3,2,4
2021-03-23,4311350,5380,126370,112,0.95,819922,103019628,0.0047,214.5,31186362,28653523,2532839,494805,78.7,2,3,2,3,2,4
2021-03-24,4316954,5604,126468,98,0.94,1785554,104805182,0.0046,219.7,31766669,28991188,2775481,580307,78.7,2,3,2,3,2,4
2021-03-25,4323174,6220,126531,63,0.93,1266216,106071398,0.0046,216.1,32325993,29316130,3009863,559324,78.7,2,3,2,3,2,4
2021-03-26,4329361,6187,126601,70,0.91,698085,106769483,0.0049,203.2,33020952,29727435,3293517,694959,78.7,2,3,2,3,2,4
2021-03-27,4333226,3865,126659,58,0.87,451118,107220601,0.0047,212.6,33684114,30151736,3532378,663162,70.37,2,3,2,3,2,4
2021-03-28,4337088,3862,126678,19,0.85,1622771,108843372,0.0047,214.3,34125256,30445284,3679972,441142,70.37,2,3,2,3,2,4
2021-03-29,4341742,4654,126701,23,0.84,957386,109800758,0.0047,212.5,34530295,30682093,3848202,405039,70.37,2,3,2,3,2,4
2021-03-30,4345785,4043,126756,55,0.82,680003,110480761,0.0046,216.7,35033894,30908010,4125884,503599,70.37,2,3,2,3,2,4
2021-03-31,4349837,4052,126799,43,0.79,1253105,111733866,0.0047,210.7,35660902,31147444,4513458,627008,70.37,2,3,2,3,2,4
2021-04-01,4354316,4479,126850,51,0.77,939390,112673256,0.0047,212,36277136,31318262,4958874,616234,70.37,2,3,2,3,2,4
2021-04-02,4357718,3402,126902,52,0.75,542895,113216151,0.0044,227.3,36631187,31425682,5205505,354051,70.37,2,3,2,3,2,4
2021-04-03,4361141,3423,126912,10,0.74,392730,113608881,0.0044,228.8,36917986,31533568,5384418,286799,70.37,2,3,2,3,2,4
2021-04-04,4363438,2297,126922,10,0.73,802924,114411805,0.0047,211.3,37013749,31581623,5432126,95763,70.37,2,3,2,3,2,4
2021-04-05,4366200,2762,126948,26,0.72,740764,115152569,0.0046,218.8,37119083,31622367,5496716,105334,70.37,2,3,2,3,2,4
2021-04-06,4368580,2380,126968,20,0.73,620776,115773345,0.0043,232.2,37391103,31707594,5683509,272020,70.37,2,3,2,3,2,4
2021-04-07,4371342,2762,127013,45,0.75,1015750,116789095,0.0043,235.1,37899029,31807124,6091905,507926,70.37,2,3,2,3,2,4
2021-04-08,4374372,3030,127066,53,0.77,922977,117712072,0.004,251.2,38444540,31903366,6541174,545511,70.37,2,3,2,3,2,4
2021-04-09,4369512,-4860,127126,60,0.8,662313,118374385,0.0023,437.4,39001554,32010244,6991310,557014,70.37,2,3,2,3,2,4
2021-04-10,4372096,2584,127166,40,0.84,468906,118843291,0.0021,477.8,39587893,32121353,7466540,586339,70.37,2,3,2,3,2,4
2021-04-11,4373826,1730,127173,7,0.87,1207417,120050708,0.0018,542.8,39846781,32190576,7656205,258888,70.37,2,3,2,3,2,4
2021-04-12,4377394,3568,127186,13,0.91,872909,120923617,0.0019,515.5,40107877,32250481,7857396,261096,61.11,2,3,2,3,2,4
2021-04-13,4379867,2473,127209,23,0.9,668572,121592189,0.0019,515.5,40496685,32326604,8170081,388808,61.11,2,3,2,3,2,4
2021-04-14,4382358,2491,127247,38,0.9,1145777,122737966,0.0019,540,40958303,32444439,8513864,461618,61.11,2,3,2,3,2,4
2021-04-15,4385029,2671,127277,30,0.89,975905,123713871,0.0018,563.2,41505768,32574221,8931547,547465,61.11,2,3,2,3,2,4
2021-04-16,4387785,2756,127311,34,0.9,669883,124383754,0.003,328.9,42140989,32709778,9431211,635221,61.11,2,3,2,3,2,4
2021-04-17,4389991,2206,127346,35,0.91,479644,124863398,0.003,336.4,42780069,32849223,9930846,639080,61.11,2,3,2,3,2,4
2021-04-18,4391873,1882,127356,10,0.93,1671473,126534871,0.0028,359.3,43084487,32932448,10152039,304418,61.11,2,3,2,3,2,4
2021-04-19,4394836,2963,127360,4,0.95,1027594,127562465,0.0026,380.6,43457910,33032120,10425790,373423,61.11,2,3,2,3,2,4
2021-04-20,4397360,2524,127393,33,0.94,729299,128291764,0.0026,383,43915559,33139742,10775817,457649,61.11,0,3,1,2,2,4
2021-04-21,4399758,2398,127413,20,0.93,1355479,129647243,0.0025,397.1,44450252,33257651,11192601,534693,61.11,0,3,1,2,2,4
2021-04-22,4402486,2728,127431,18,0.92,1079832,130727075,0.0025,401.7,45012308,33388637,11623671,562056,61.11,0,3,1,2,2,4
2021-04-23,4405220,2734,127471,40,0.92,697709,131424784,0.0025,403.8,45613109,33524423,12088686,600801,61.11,0,3,1,2,2,4
2021-04-24,4407281,2061,127503,32,0.91,477317,131902101,0.0025,407.1,46309512,33673190,12636322,696403,61.11,0,3,1,2,2,4
2021-04-25,4408993,1712,127514,11,0.91,1453379,133355480,0.0025,398.4,46650008,33752885,12897123,340496,61.11,0,3,1,2,2,4
2021-04-26,4411057,2064,127520,6,0.91,1011144,134366624,0.0024,419.5,47045391,33843580,13201811,395383,61.11,0,3,1,2,2,4
2021-04-27,4413742,2685,127537,17,0.93,710935,135077559,0.0024,414.2,47540984,33959908,13581076,495593,61.11,0,3,1,2,2,4
2021-04-28,4415852,2110,127566,29,0.91,1335119,136412678,0.0024,420.4,48138009,34094048,14043961,597025,61.11,0,3,1,2,2,4
2021-04-29,4418297,2445,127588,22,0.9,1058919,137471597,0.0023,426.6,48752144,34216616,14535528,614135,61.11,0,3,1,2,2,4
2021-04-30,4420678,2381,127603,15,0.9,648075,138119672,0.0023,433.1,49319518,34362205,14957313,567374,61.11,0,3,1,2,2,4
2021-05-01,4422585,1907,127610,7,0.9,468565,138588237,0.0023,436.9,49834997,34505380,15329617,515479,61.11,0,3,1,2,2,4
2021-05-02,4424256,1671,127624,14,0.9,814999,139403236,0.0025,396.2,50097812,34595304,15502508,262815,61.11,0,3,1,2,2,4
2021-05-03,4425905,1649,127625,1,0.91,1055773,140459009,0.0024,410.3,50297911,34667904,15630007,200099,59.72,0,3,1,2,2,4
2021-05-04,4427852,1947,127629,4,0.93,846002,141305011,0.0023,441.4,50682567,34795074,15887493,384656,59.72,0,3,1,2,2,4
2021-05-05,4429996,2144,127656,27,0.96,1198341,142503352,0.0023,430.6,51225890,34934171,16291719,543323,59.72,0,3,1,2,2,4
2021-05-06,4432609,2613,127669,13,0.98,1068221,143571573,0.0023,426.2,51834361,35069641,16764720,608471,59.72,0,3,1,2,2,4
2021-05-07,4435099,2490,127684,15,1,694728,144266301,0.0023,426.2,52433184,35202642,17230542,598823,59.72,0,3,1,2,2,4
2021-05-08,4437146,2047,127689,5,1.01,475922,144742223,0.0024,422.6,53041048,35371669,17669379,607864,59.72,0,3,1,2,2,4
2021-05-09,4438916,1770,127691,2,1.02,1306781,146049004,0.0022,453.3,53328845,35472295,17856550,287797,59.72,0,3,1,2,2,4
2021-05-10,4441274,2358,127695,4,1.04,946584,146995588,0.0024,425.3,53675733,35587348,18088385,346888,59.72,0,3,1,2,2,4
2021-05-11,4443748,2474,127715,20,1.04,698606,147694194,0.0025,401.9,54160993,35722461,18438532,485260,59.72,0,3,1,2,2,4
2021-05-12,4446032,2284,127726,11,1.02,1167164,148861358,0.0025,396.5,54797640,35906671,18890969,636647,59.72,0,3,1,2,2,4
2021-05-13,4448688,2656,127737,11,1.01,984178,149845536,0.0026,390.2,55434965,36115955,19319010,637325,59.72,0,3,1,2,2,4
2021-05-14,4450881,2193,127754,17,1,660832,150506368,0.0025,395.4,56048435,36336023,19712412,613470,59.72,0,3,1,2,2,4
2021-05-15,4452908,2027,127761,7,1.01,447334,150953702,0.0025,394.1,56677012,36573354,20103658,628577,59.72,0,3,1,2,2,4
2021-05-16,4454834,1926,127765,4,1.03,1073594,152027296,0.0027,375.6,56992075,36704672,20287403,315063,59.72,0,3,1,2,2,4
2021-05-17,4456815,1981,127770,5,1.05,984916,153012212,0.0026,387.1,57357857,36811405,20546452,365782,62.5,0,3,1,2,2,4
2021-05-18,4454451,-2364,127777,7,1.09,720751,153732963,0.0018,564.2,57855958,36985505,20870453,498101,62.5,0,3,1,2,2,4
2021-05-19,4456586,2135,127780,3,1.12,1163667,154896630,0.0017,571.8,58489834,37250363,21239471,633876,62.5,0,3,1,2,2,4
2021-05-20,4459280,2694,127787,7,1.15,994665,155891295,0.0018,570.8,59178397,37518614,21659783,688563,62.5,0,3,1,2,2,4
2021-05-21,4461982,2702,127796,9,1.18,699205,156590500,0.0018,548.1,59824737,37738271,22086466,646340,62.5,0,3,1,2,2,4
2021-05-22,4464505,2523,127802,6,1.19,484377,157074877,0.0019,527.8,60587098,37943681,22643417,762361,62.5,0,3,1,2,2,4
2021-05-23,4466597,2092,127807,5,1.19,1152832,158227709,0.0019,527.1,60965594,38070038,22895556,378496,62.5,0,3,1,2,2,4
2021-05-24,4468965,2368,127810,3,1.21,932840,159160549,0.002,506,61420928,38192417,23228511,455334,62.5,0,3,1,2,2,4
2021-05-25,4471375,2410,127825,15,1.23,727488,159888037,0.0027,363.7,61995062,38378564,23616498,574134,62.5,0,3,1,2,2,4
2021-05-26,4474362,2987,127834,9,1.25,1107820,160995857,0.0029,343.1,62658639,38614683,24043956,663577,62.5,0,3,1,2,2,4
2021-05-27,4477742,3380,127844,10,1.28,956938,161952795,0.003,328.3,63349252,38871200,24478052,690613,62.5,0,3,1,2,2,4
2021-05-28,4481770,4028,127854,10,1.3,653937,162606732,0.0033,304,63989645,39075642,24914003,640393,62.5,0,3,1,2,2,4
2021-05-29,4485010,3240,127861,7,1.3,465132,163071864,0.0034,292.5,64592019,39259168,25332851,602374,62.5,0,3,1,2,2,4
2021-05-30,4488121,3111,127867,6,1.31,604176,163676040,0.004,253.1,64923228,39384055,25539173,331209,62.5,0,3,1,2,2,4
2021-05-31,4491405,3284,127868,1,1.31,585399,164261439,0.0044,227.3,65211877,39477158,25734719,288649,62.5,0,3,1,2,2,4
2021-06-01,4494504,3099,127868,0,1.33,653488,164914927,0.0046,217.3,65658949,39585665,26073284,447072,62.5,0,3,1,2,2,4
2021-06-02,4498765,4261,127880,12,1.37,836896,165751823,0.0051,194.9,66180731,39758428,26422303,521782,62.5,0,3,1,2,2,4
2021-06-03,4503944,5179,127898,18,1.42,805145,166556968,0.0057,175.7,66749638,39949694,26799944,568907,62.5,0,3,1,2,2,4
2021-06-04,4510084,6140,127909,11,1.45,650489,167207457,0.0062,162.5,67317593,40129618,27187975,567955,62.5,0,3,1,2,2,4
2021-06-05,4515735,5651,127922,13,1.46,468664,167676121,0.0067,149.9,67994584,40333231,27661353,676991,51.39,0,3,1,2,2,4
2021-06-06,4520958,5223,127926,4,1.44,1225254,168901375,0.0063,159.1,68381870,40460576,27921294,387286,51.39,0,3,1,2,2,4
2021-06-07,4526552,5594,127927,1,1.43,915404,169816779,0.0063,158.1,68800879,40573517,28227362,419009,51.39,0,3,1,2,2,4
2021-06-08,4532518,5966,127940,13,1.42,715651,170532430,0.0068,147.8,69251163,40710319,28540844,450284,51.39,0,3,1,2,2,4
2021-06-09,4539837,7319,127946,6,1.4,1064379,171596809,0.007,142.3,69743980,40886878,28857102,492817,51.39,0,3,1,2,2,4
2021-06-10,4547074,7237,127953,7,1.38,963851,172560660,0.0072,139.2,70253625,41088485,29165140,509645,51.39,0,3,1,2,2,4
2021-06-11,4555032,7958,127970,17,1.37,726823,173287483,0.0074,135.3,70769348,41297016,29472332,515723,51.39,0,3,1,2,2,4
2021-06-12,4562582,7550,127982,12,1.36,516614,173804097,0.0076,130.8,71343859,41551201,29792658,574511,51.39,0,3,1,2,2,4
2021-06-13,4569912,7330,127990,8,1.36,1039248,174843345,0.0082,121.4,71672208,41698429,29973779,328349,51.39,0,3,1,2,1,4
2021-06-14,4577531,7619,127993,3,1.34,922479,175765824,0.0086,116.7,72040763,41831056,30209707,368555,51.39,0,3,1,2,1,4
2021-06-15,4585118,7587,128003,10,1.33,767007,176532831,0.0088,114.1,72461462,42021089,30440373,420699,51.39,0,3,1,2,1,4
2021-06-16,4593926,8808,128012,9,1.33,1088510,177621341,0.009,111.4,72891861,42216654,30675207,430399,51.39,0,3,1,2,1,4
2021-06-17,4604747,10821,128031,19,1.34,1052465,178673806,0.0094,106,73359099,42460632,30898467,467238,51.39,0,3,1,2,1,4
2021-06-18,4615019,10272,128042,11,1.34,773453,179447259,0.0097,102.7,73787916,42683772,31104144,428817,51.39,0,3,1,2,1,4
2021-06-19,4625094,10075,128056,14,1.35,572689,180019948,0.0101,99.4,74304520,42964013,31340507,516604,51.39,0,3,1,2,1,4
2021-06-20,4634168,9074,128062,6,1.36,1133404,181153352,0.0102,98.2,74577678,43127763,31449915,273158,51.39,0,3,1,2,1,4
2021-06-21,4644635,10467,128067,5,1.39,1011813,182165165,0.0105,95.4,74638083,43148843,31489240,60405,51.39,0,3,1,2,1,4
2021-06-22,4656138,11503,128094,27,1.43,812194,182977359,0.011,90.7,75188795,43448680,31740115,550712,51.39,0,3,1,2,1,4
2021-06-23,4672020,15882,128113,19,1.46,1146154,184123513,0.012,83.3,75564430,43656327,31908103,375635,51.39,0,3,1,2,1,4
2021-06-24,4688722,16702,128134,21,1.47,1069771,185193284,0.0129,77.6,75963777,43877861,32085916,399347,51.39,0,3,1,2,1,4
2021-06-25,4704086,15364,128152,18,1.47,836676,186029960,0.0135,73.9,76341044,44080358,32260686,377267,51.39,0,3,1,2,1,4
2021-06-26,4722030,17944,128175,23,1.49,605532,186635492,0.0147,68.2,76774990,44314799,32460191,433946,51.39,0,3,1,2,1,4
2021-06-27,4736654,14624,128186,11,1.5,1201783,187837275,0.0153,65.2,77038257,44454511,32583746,263267,51.39,0,3,1,2,1,4
2021-06-28,4759371,22717,128189,3,1.53,1079253,188916528,0.017,58.8,77303533,44581771,32721762,265276,51.39,0,3,1,2,1,4
2021-06-29,4779623,20252,128212,23,1.51,868932,189785460,0.0181,55.1,77592212,44719762,32872450,288679,51.39,0,3,1,2,1,4
2021-06-30,4805290,25667,128226,14,1.5,1230901,191016361,0.0193,51.7,77909177,44860978,33048199,316965,51.39,0,3,1,2,1,4
2021-07-01,4832911,27621,128248,22,1.47,1123796,192140157,0.0208,48.2,78254768,45013503,33241265,345591,51.39,0,3,1,2,1,4
2021-07-02,4859684,26773,128275,27,1.43,856387,192996544,0.0223,44.8,78555851,45137108,33418743,301083,51.39,0,3,1,2,1,4
2021-07-03,4884131,24447,128293,18,1.39,639335,193635879,0.0232,43.2,78889449,45274497,33614952,333598,51.39,0,3,1,2,1,4
2021-07-04,4907955,23824,128308,15,1.38,1256153,194892032,0.0243,41.2,79078081,45351719,33726362,188632,51.39,0,3,1,2,1,4
2021-07-05,4935055,27100,128317,9,1.36,1144619,196036651,0.0247,40.5,79302857,45428681,33874176,224776,51.39,0,3,1,2,1,4
2021-07-06,4963666,28611,128354,37,1.35,953515,196990166,0.0255,39.1,79541794,45514492,34027302,238937,51.39,0,3,1,2,1,4
2021-07-07,4995714,32048,128387,33,1.33,1215394,198205560,0.0265,37.8,79800224,45601445,34198779,258430,51.39,0,3,1,2,1,4
2021-07-08,5027794,32080,128422,35,1.31,1110430,199315990,0.0272,36.8,80072121,45697875,34374246,271897,51.39,0,3,1,2,1,4
2021-07-09,5063298,35504,128451,29,1.31,894194,200210184,0.0282,35.4,80341023,45787958,34553065,268902,51.39,0,3,1,2,1,4
2021-07-10,5095098,31800,128485,34,1.3,723787,200933971,0.0289,34.6,80646232,45881721,34764511,305209,51.39,0,3,1,2,1,4
2021-07-11,5126450,31352,128511,26,1.31,1100098,202034069,0.0306,32.7,80795852,45923721,34872131,149620,51.39,0,3,1,2,1,4
2021-07-12,5160905,34455,128517,6,1.31,1056200,203090269,0.032,31.2,80975508,45978017,34997491,179656,51.39,0,3,1,2,1,4
2021-07-13,5197348,36443,128567,50,1.32,920638,204010907,0.0333,30,81192857,46037090,35155767,217349,51.39,0,3,1,2,1,4
2021-07-14,5239308,41960,128616,49,1.32,1190876,205201783,0.0348,28.7,81438892,46097464,35341428,246035,51.39,0,3,1,2,1,4
2021-07-15,5287481,48173,128679,63,1.33,1198172,206399955,0.0367,27.3,81702466,46159145,35543321,263574,51.39,0,3,1,2,1,4
2021-07-16,5338966,51485,128728,49,1.32,961486,207361441,0.0385,25.9,81974271,46228636,35745635,271805,51.39,0,3,1,2,1,4
2021-07-17,5392946,53980,128769,41,1.3,771092,208132533,0.0414,24.2,82266702,46295853,35970849,292431,51.39,0,3,1,2,1,4
2021-07-18,5440545,47599,128794,25,1.24,1028712,209161245,0.0441,22.7,82413766,46314039,36099727,147064,51.39,0,3,1,2,1,4
2021-07-19,5480939,40394,128813,19,1.17,1094938,210256183,0.0447,22.4,82592996,46349709,36243287,179230,43.98,0,3,1,2,1,4
2021-07-20,5527368,46429,128909,96,1.11,876635,211132818,0.0463,21.6,82793310,46388744,36404566,200314,43.98,0,3,1,2,1,4
2021-07-21,5570991,43623,128982,73,1.03,1025055,212157873,0.0477,21,83021749,46433845,36587904,228439,43.98,0,3,1,2,1,4
2021-07-22,5610561,39570,129066,84,0.95,1052581,213210454,0.0474,21.1,83254082,46477881,36776201,232333,43.98,0,3,1,2,1,4
2021-07-23,5646402,35841,129130,64,0.9,895907,214106361,0.0456,21.9,83486397,46520855,36965542,232315,43.98,0,3,1,2,1,4
2021-07-24,5677693,31291,129216,86,0.86,744947,214851308,0.0424,23.6,83734088,46564660,37169428,247691,43.98,0,3,1,2,1,4
2021-07-25,5706349,28656,129244,28,0.84,778717,215630025,0.0411,24.3,83876595,46589211,37287384,142507,43.98,0,3,1,2,1,4
2021-07-26,5731090,24741,129258,14,0.81,805452,216435477,0.0405,24.7,84055550,46619230,37436320,178955,43.98,0,3,1,2,1,4
2021-07-27,5754452,23362,129389,131,0.8,783556,217219033,0.0373,26.8,84242602,46654632,37587970,187052,43.98,0,3,1,2,1,4
2021-07-28,5779964,25512,129516,127,0.79,897977,218117010,0.0351,28.5,84457622,46698479,37759143,215020,43.98,0,3,1,2,1,4
2021-07-29,5810688,30724,129601,85,0.81,876004,218993014,0.0346,28.9,84679893,46740832,37939061,222271,43.98,0,3,1,2,1,4
2021-07-30,5839982,29294,129669,68,0.82,825325,219818339,0.0339,29.5,84887713,46777556,38110157,207820,43.98,0,3,1,2,1,4
2021-07-31,5865742,25760,129741,72,0.84,663583,220481922,0.0334,29.9,85138553,46816382,38322171,250840,43.98,0,3,1,2,1,4
2021-08-01,5889883,24141,129806,65,0.85,658487,221140409,0.0333,30,85277829,46837614,38440215,139276,43.98,0,3,1,2,1,4
2021-08-02,5911570,21687,129830,24,0.87,715214,221855623,0.0333,30,85430113,46863706,38566407,152284,43.98,0,3,1,2,1,4
2021-08-03,5933263,21693,129970,140,0.89,738353,222593976,0.0333,30.1,85602164,46892996,38709168,172051,43.98,0,3,1,2,1,4
2021-08-04,5962263,29000,130090,120,0.92,835467,223429443,0.0343,29.1,85801167,46926330,38874837,199003,43.98,0,3,1,2,1,4
2021-08-05,5992136,29873,130177,87,0.94,823559,224253002,0.0345,29,86009359,46961830,39047529,208192,43.98,0,3,1,2,1,4
2021-08-06,6023618,31482,130269,92,0.96,779299,225032301,0.0352,28.4,86214691,46998806,39215885,205332,43.98,0,3,1,2,1,4
2021-08-07,6051851,28233,130372,103,0.98,648549,225680850,0.0358,27.9,86466264,47036796,39429468,251573,43.98,0,3,1,2,1,4
2021-08-08,6078968,27117,130411,39,0.98,676610,226357460,0.0362,27.6,86611177,47059639,39551538,144913,43.98,0,3,1,2,1,4
2021-08-09,6103930,24962,130448,37,0.98,716001,227073461,0.0369,27.1,86780455,47091889,39688566,169278,43.98,0,3,1,2,1,4
2021-08-10,6127269,23339,130594,146,0.99,738776,227812237,0.0372,26.9,86969109,47129400,39839709,188654,43.98,0,3,1,2,1,4
2021-08-11,6156558,29289,130698,104,1,828050,228640287,0.0373,26.8,87184438,47170968,40013470,215329,43.98,0,3,1,2,1,4
2021-08-12,6189321,32763,130793,95,1.02,832177,229472464,0.0378,26.5,87421381,47215352,40206029,236943,43.98,0,3,1,2,1,4
2021-08-13,6221747,32426,130893,100,1.03,811549,230284013,0.0377,26.5,87633456,47255842,40377614,212075,43.98,0,3,1,2,1,4
2021-08-14,6250900,29153,130986,93,1.04,643282,230927295,0.0379,26.4,87879643,47302445,40577198,246187,43.98,0,3,1,2,1,4
2021-08-15,6277340,26440,131045,59,1.04,661103,231588398,0.0379,26.4,88037283,47333702,40703581,157640,43.98,0,3,1,2,1,4
2021-08-16,6305618,28278,131071,26,1.05,690339,232278737,0.0387,25.8,88211389,47369418,40841971,174106,43.98,0,3,1,2,1,4
2021-08-17,6332246,26628,131241,170,1.06,717862,232996599,0.0395,25.3,88401088,47413242,40987846,189699,43.98,0,3,1,2,1,4
2021-08-18,6365892,33646,131352,111,1.08,813360,233809959,0.0405,24.7,88617595,47460526,41157069,216507,43.98,0,3,1,2,1,4
2021-08-19,6402313,36421,131466,114,1.09,838631,234648590,0.0411,24.3,88848633,47516505,41332128,231038,43.98,0,3,1,2,1,4
2021-08-20,6439351,37038,131580,114,1.09,747957,235396547,0.0426,23.5,89076910,47577390,41499520,228277,43.98,0,3,1,2,1,4
2021-08-21,6471134,31783,131684,104,1.09,642672,236039219,0.0431,23.2,89344797,47650396,41694401,267887,43.98,0,3,1,2,1,4
2021-08-22,6503110,31976,131733,49,1.08,668066,236707285,0.0441,22.7,89501494,47690741,41810753,156697,43.98,0,3,1,2,1,4
2021-08-23,6534908,31798,131774,41,1.08,724207,237431492,0.0445,22.5,89679178,47737142,41942036,177684,43.98,0,3,1,2,1,4
2021-08-24,6565561,30653,131948,174,1.07,737876,238169368,0.0451,22.2,89865264,47792552,42072712,186086,43.98,0,3,1,2,1,4
2021-08-25,6601145,35584,132097,149,1.06,912027,239081395,0.0446,22.4,90095045,47860628,42234417,229781,43.98,0,3,1,2,1,4
2021-08-26,6639147,38002,132238,141,1.06,974138,240055533,0.0438,22.8,90295121,47915768,42379353,200076,43.98,0,3,1,2,1,4
2021-08-27,6676885,37738,132338,100,1.05,880487,240936020,0.0429,23.3,90471514,47960705,42510809,176393,43.98,0,3,1,2,1,4
2021-08-28,6708972,32087,132471,133,1.04,710333,241646353,0.0424,23.6,90648473,48003976,42644497,176959,43.98,0,3,1,2,1,4
