date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,stringency_index,stay_home_requirements,facial_coverings,school_closures,workplace_closures,cancel_public_events,restriction_gatherings
2021-08-29,6741909,32937,132532,61,1.03,693955,242340308,0.0424,23.6,90752303,48028366,42723937,103830,43.98,0,3,1,2,1,4
2021-08-30,6768136,26227,132580,48,1.02,658008,242998316,0.0419,23.9,90838594,48048009,42790585,86291,43.98,0,3,1,2,1,4
2021-08-31,6800189,32053,132630,50,1.04,911533,243909849,0.0409,24.5,90997895,48087908,42909987,159301,43.98,0,3,1,2,1,4
2021-09-01,6835723,35534,132837,207,1.05,1018868,244928717,0.0401,24.9,91155368,48131996,43023372,157473,43.98,0,3,1,2,1,4
2021-09-02,6873593,37870,133015,178,1.07,1187201,246115918,0.0387,25.8,91314745,48171998,43142747,159377,43.98,0,3,1,2,1,4
2021-09-03,6915707,42114,133136,121,1.09,1179901,247295819,0.0376,26.6,91460601,48207264,43253337,145856,43.98,0,3,1,2,1,4
2021-09-04,6952349,36642,133256,120,1.09,745979,248041798,0.0381,26.3,91630208,48248318,43381890,169607,43.98,0,3,1,2,1,4
2021-09-05,6988864,36515,133324,68,1.09,1031653,249073451,0.0367,27.3,91725196,48270113,43455083,94988,43.98,0,3,1,2,1,4
2021-09-06,7029802,40938,133369,45,1.08,1335485,250408936,0.0353,28.3,91827909,48292811,43535098,102713,43.98,0,3,1,2,1,4
2021-09-07,7067027,37225,133578,209,1.05,1143885,251552821,0.0349,28.6,91940381,48319435,43620946,112472,43.98,0,3,1,2,1,4
2021-09-08,7105537,38510,133769,191,1.01,1240386,252793207,0.0343,29.1,92053472,48344566,43708906,113091,43.98,0,3,1,2,1,4
2021-09-09,7143058,37521,133936,167,0.98,1248986,254042193,0.034,29.4,92175948,48370340,43805608,122476,43.98,0,3,1,2,1,4
2021-09-10,7179835,36777,134083,147,0.95,1066293,255108486,0.0338,29.6,92293823,48396404,43897419,117875,41.2,0,3,1,2,1,4
2021-09-11,7208691,28856,134239,156,0.92,732957,255841443,0.0329,30.4,92419795,48424317,43995478,125972,41.2,0,3,1,2,1,4
2021-09-12,7237305,28614,134295,56,0.91,1067411,256908854,0.0317,31.5,92487365,48439272,44048093,67570,41.2,0,3,1,2,1,4
2021-09-13,7267690,30385,134357,62,0.9,1028298,257937152,0.0316,31.6,92567446,48458700,44108746,80081,41.2,0,3,1,2,1,4
2021-09-14,7293978,26288,134542,185,0.89,880294,258817446,0.0312,32,92651816,48476345,44175471,84370,41.2,0,3,1,2,1,4
2021-09-15,7323857,29879,134743,201,0.89,1063453,259880899,0.0308,32.5,92739508,48500747,44238761,87692,41.2,0,3,1,2,1,4
2021-09-16,7350232,26375,134901,158,0.9,1079738,260960637,0.0299,33.4,92826532,48523798,44302734,87024,41.2,0,3,1,2,1,4
2021-09-17,7382570,32338,135080,179,0.94,903071,261863708,0.03,33.3,92907694,48544576,44363118,81162,41.2,0,3,1,2,1,4
2021-09-18,7412008,29438,135244,164,0.97,691323,262555031,0.0303,33,93006389,48570774,44435615,98695,41.2,0,3,1,2,1,3
2021-09-19,7441015,29007,135300,56,1,1116116,263671147,0.0301,33.2,93055386,48584614,44470772,48997,41.2,0,3,1,2,1,3
2021-09-20,7476783,35768,135349,49,1.02,985855,264657002,0.0311,32.1,93121878,48604764,44517114,66492,41.2,0,3,1,2,1,3
2021-09-21,7507911,31128,135552,203,1.02,880088,265537090,0.0318,31.4,93185668,48625148,44560520,63790,41.2,0,3,1,2,1,3
2021-09-22,7541496,33585,135718,166,1.03,958930,266496020,0.0329,30.4,93252394,48647827,44604567,66726,41.2,0,3,1,2,1,3
2021-09-23,7577294,35798,135900,182,1.03,1055127,267551147,0.0345,29,93322065,48672910,44649155,69671,41.2,0,3,1,2,1,3
2021-09-24,7612953,35659,136080,180,1.03,884770,268435917,0.0351,28.5,93394441,48700527,44693914,72376,41.2,0,3,1,2,1,3
2021-09-25,7642699,29746,136202,122,1.04,767239,269203156,0.0347,28.8,93465855,48724823,44741032,71414,41.2,0,3,1,2,1,3
2021-09-26,7675696,32997,136265,63,1.05,1106362,270309518,0.0354,28.3,93507378,48740807,44766571,41523,41.2,0,3,1,2,1,3
2021-09-27,7713206,37510,136305,40,1.05,997722,271307240,0.0356,28.1,93565474,48765726,44799748,58096,41.2,0,3,1,2,1,3
2021-09-28,7747810,34604,136472,167,1.04,869689,272176929,0.0361,27.7,93630859,48797579,44833280,65385,41.2,0,3,1,2,1,3
2021-09-29,7782899,35089,136622,150,1.02,1109355,273286284,0.0356,28.1,93696491,48829118,44867373,65632,41.2,0,3,1,2,1,3
2021-09-30,7818672,35773,136759,137,1.01,1074460,274360744,0.0354,28.2,94633524,48863490,44901832,937033,41.2,0,3,1,2,1,3
2021-10-01,7853282,34610,136886,127,1.01,879047,275239791,0.0353,28.3,94859905,48901670,44936121,226381,41.2,0,3,1,2,1,3
2021-10-02,7882671,29389,137007,121,1,720871,275960662,0.0355,28.2,95119823,48932736,44970512,259918,41.2,0,3,1,2,1,3
2021-10-03,7912337,29666,137050,43,1.01,1007503,276968165,0.0355,28.1,95254996,48956859,44992044,135173,41.2,0,3,1,2,1,3
2021-10-04,7946643,34306,137083,33,1.03,940981,277909146,0.0354,28.3,95445881,48994530,45021381,190885,41.2,0,3,1,2,1,3
2021-10-05,7979722,33079,137249,166,1.04,856353,278765499,0.0352,28.4,95671900,49035877,45049953,226019,41.2,0,3,1,2,1,3
2021-10-06,8018435,38713,137394,145,1.06,1053450,279818949,0.0361,27.7,95895401,49068705,45078529,223501,41.2,0,3,1,2,1,3
2021-10-07,8058202,39767,137516,122,1.07,989084,280808033,0.0372,26.9,96134715,49101734,45107185,239314,41.2,0,3,1,2,1,3
2021-10-08,8093143,34941,137641,125,1.07,903466,281711499,0.0371,27,96369396,49133419,45136253,234681,41.2,0,3,1,2,1,3
2021-10-09,8132556,39413,137797,156,1.09,696537,282408036,0.0388,25.8,96685077,49164814,45169730,315681,41.2,0,3,1,2,1,3
2021-10-10,8166149,33593,137835,38,1.09,968269,283376305,0.0396,25.2,96820110,49186920,45189181,135033,41.2,0,3,1,2,1,3
2021-10-11,8205737,39588,137863,28,1.09,936288,284312593,0.0405,24.7,96997450,49216092,45212813,177340,41.2,0,3,1,2,1,3
2021-10-12,8243454,37717,138044,181,1.1,873498,285186091,0.0411,24.3,97224561,49252939,45239759,227111,41.2,0,3,1,2,1,3
2021-10-13,8284955,41501,138180,136,1.11,845156,286031247,0.0429,23.3,97754591,49291665,45269240,530030,41.2,0,3,1,2,1,3
2021-10-14,8329574,44619,138337,157,1.12,1212255,287243502,0.0422,23.7,98065088,49335154,45297231,310497,41.2,0,3,1,2,1,3
2021-10-15,8373825,44251,138479,142,1.13,894379,288137881,0.0437,22.9,98356171,49375917,45326663,291083,41.2,0,3,1,2,1,3
2021-10-16,8416643,42818,138627,148,1.14,729041,288866922,0.044,22.7,98724853,49404916,45360146,368682,41.2,0,3,1,2,1,3
2021-10-17,8461339,44696,138684,57,1.14,980528,289847450,0.0456,21.9,98877987,49422753,45377411,153134,41.2,0,3,1,2,1,3
2021-10-18,8510194,48855,138729,45,1.13,911494,290758944,0.0472,21.2,99119443,49462425,45400990,241456,46.76,0,3,1,2,1,3
2021-10-19,8553605,43411,138952,223,1.11,877223,291636167,0.0481,20.8,99427187,49505327,45433757,307744,46.76,0,3,1,2,1,3
2021-10-20,8602204,48599,139131,179,1.1,1087655,292723822,0.0474,21.1,99759726,49554407,45460122,332539,46.76,0,3,1,2,1,3
2021-10-21,8653752,51548,139248,117,1.08,1036233,293760055,0.0497,20.1,100447478,49603139,45486950,687752,46.76,0,3,1,2,1,3
2021-10-22,8702543,48791,139428,180,1.06,898856,294658911,0.0504,19.8,100818583,49649389,45513120,371105,46.76,0,3,1,2,1,3
2021-10-23,8747528,44985,139563,135,1.03,696067,295354978,0.051,19.6,101259347,49689481,45543363,440764,46.76,0,3,1,2,1,3
2021-10-24,8786268,38740,139635,72,1,774363,296129341,0.0517,19.3,101473681,49715228,45561445,214334,46.76,0,3,1,2,1,3
2021-10-25,8822551,36283,139673,38,0.98,815980,296945321,0.0505,19.8,101777928,49753037,45582891,304247,46.76,0,3,1,2,1,3
2021-10-26,8866054,43503,139936,263,0.97,797047,297742368,0.0512,19.5,102106510,49794120,45605922,328582,46.76,0,3,1,2,2,3
2021-10-27,8910054,44000,140143,207,0.96,885925,298628293,0.0521,19.2,102461683,49838202,45627499,355173,46.76,0,3,1,2,2,3
2021-10-28,8949145,39091,140309,166,0.95,871263,299499556,0.0515,19.4,102827764,49882904,45651222,366081,46.76,0,3,1,2,2,3
2021-10-29,8992306,43161,140495,186,0.96,817785,300317341,0.0512,19.5,103176238,49923871,45673501,348474,46.76,0,3,1,2,2,3
2021-10-30,9033032,40726,140661,166,0.96,656870,300974211,0.0508,19.7,103610105,49959923,45698902,433867,46.76,0,3,1,2,2,3
2021-10-31,9070699,37667,140735,74,0.95,936524,301910735,0.0492,20.3,103814905,49987325,45712351,204800,46.76,0,3,1,2,2,3
2021-11-01,9110634,39935,140775,40,0.93,894998,302805733,0.0492,20.3,104112757,50025020,45731565,297852,46.76,0,3,1,2,2,3
2021-11-02,9144249,33615,141067,292,0.91,853201,303658934,0.047,21.3,104477012,50071683,45752487,364255,46.76,0,3,1,2,2,3
2021-11-03,9185052,40803,141284,217,0.91,986856,304645790,0.0457,21.9,104896053,50112925,45770452,419041,46.76,0,3,1,2,2,3
2021-11-04,9221790,36738,141498,214,0.89,925156,305570946,0.0449,22.3,105294664,50156656,45790934,398611,46.76,0,3,1,2,2,3
2021-11-05,9255600,33810,141691,193,0.89,811326,306382272,0.0434,23,105683491,50200147,45813567,388827,46.76,0,3,1,2,2,3
2021-11-06,9285750,30150,141846,155,0.9,636819,307019091,0.0418,23.9,106167621,50236895,45838067,484130,46.76,0,3,1,2,2,3
2021-11-07,9315593,29843,141908,62,0.91,855333,307874424,0.0411,24.4,106417956,50262735,45852677,250335,46.76,0,3,1,2,2,3
2021-11-08,9347859,32266,141965,57,0.93,910070,308784494,0.0397,25.2,106749454,50296294,45873038,331498,46.76,0,3,1,2,2,3
2021-11-09,9380644,32785,142227,262,0.96,839747,309624241,0.0396,25.2,107150783,50336130,45894237,401329,46.76,0,3,1,2,2,3
2021-11-10,9420191,39547,142441,214,0.99,1013149,310637390,0.0392,25.5,107849975,50455318,45942003,699192,46.76,0,3,1,2,2,3
2021-11-11,9462781,42590,142636,195,1.02,987469,311624859,0.0398,25.1,108279832,50491701,45964488,429857,46.76,0,3,1,2,2,3
2021-11-12,9501821,39040,142781,145,1.03,816086,312440945,0.0406,24.6,108693992,50526039,45986536,414160,46.76,0,3,1,2,2,3
2021-11-13,9539490,37669,142938,157,1.04,652264,313093209,0.0418,23.9,109213829,50559566,46010861,519837,46.76,0,3,1,2,2,3
2021-11-14,9575618,36128,143001,63,1.05,903764,313996973,0.0425,23.5,109471164,50582504,46027909,257335,46.76,0,3,1,2,2,3
2021-11-15,9615414,39796,143048,47,1.05,906116,314903089,0.0437,22.9,109807847,50614550,46045964,336683,46.76,0,3,1,2,2,3
2021-11-16,9652370,36956,143262,214,1.04,797190,315700279,0.0447,22.4,110206709,50645981,46065838,398862,46.76,0,3,1,2,2,3
2021-11-17,9690443,38073,143463,201,1.05,1093694,316793973,0.0439,22.8,110646342,50679073,46087958,439633,46.76,0,3,1,2,2,3
2021-11-18,9737434,46991,143662,199,1.07,980273,317774246,0.0447,22.4,111082929,50707953,46108608,436587,46.76,0,3,1,2,2,3
2021-11-19,9781845,44411,143819,157,1.08,851680,318625926,0.0453,22.1,111495504,50735037,46130215,412575,46.76,0,3,1,2,2,3
2021-11-20,9821726,39881,143969,150,1.09,708471,319334397,0.0452,22.1,112008774,50761050,46154408,513270,46.76,0,3,1,2,2,3
2021-11-21,9861184,39458,144030,61,1.08,1047365,320381762,0.0447,22.4,112277085,50777474,46168300,268311,46.76,0,3,1,2,2,3
2021-11-22,9906205,45021,144075,45,1.07,968824,321350586,0.0451,22.2,112627026,50800732,46186817,349941,46.76,0,3,1,2,2,3
2021-11-23,9949037,42832,144240,165,1.06,931409,322281995,0.0451,22.2,113041002,50827554,46208819,413976,46.76,0,3,1,2,2,3
2021-11-24,9991658,42621,144389,149,1.05,1076453,323358448,0.0459,21.8,113467966,50852133,46232258,426964,46.76,0,3,1,2,2,3
2021-11-25,10038613,46955,144536,147,1.05,1061365,324419813,0.0453,22.1,113910449,50875712,46255081,442483,46.76,0,3,1,2,2,3
2021-11-26,10088167,49554,144696,160,1.06,867896,325287709,0.046,21.7,114321190,50896026,46278746,410741,46.76,0,3,1,2,2,3
2021-11-27,10127734,39567,144827,131,1.05,709394,325997103,0.0459,21.8,114842975,50919834,46311612,521785,46.76,0,3,1,2,2,3
2021-11-28,10164241,36507,144878,51,1.04,993692,326990795,0.0459,21.8,115179248,50941327,46341057,336273,46.76,0,3,1,2,2,3
2021-11-29,10206943,42702,144913,35,1.03,998859,327989654,0.0453,22.1,115546402,50963718,46367149,367154,46.76,0,3,1,2,2,3
2021-11-30,10246954,40011,145073,160,1.04,995010,328984664,0.0444,22.5,116001687,50994257,46399306,455285,46.76,0,3,1,2,2,3
2021-12-01,10294408,47454,145244,171,1.06,1184269,330168933,0.0445,22.5,116467922,51020285,46431662,466235,46.76,0,3,1,2,2,3
2021-12-02,10347730,53322,145385,141,1.07,1156427,331325360,0.0448,22.3,116945656,51046133,46462638,477734,46.76,0,3,1,2,2,3
2021-12-03,10398540,50810,145528,143,1.08,1036572,332361932,0.0439,22.8,117387709,51069397,46492449,442053,46.76,0,3,1,2,2,3
2021-12-04,10439997,41457,145655,127,1.09,848128,333210060,0.0433,23.1,117917037,51096311,46530247,529328,46.76,0,3,1,2,2,3
2021-12-05,10483282,43285,145709,54,1.09,1125086,334335146,0.0434,23,118256323,51118266,46557413,339286,46.76,0,3,1,2,2,3
2021-12-06,10534714,51432,145751,42,1.07,1093086,335428232,0.0441,22.7,118630479,51138245,46582425,374156,46.76,0,3,1,2,2,3
2021-12-07,10580047,45333,145931,180,1.08,1041908,336470140,0.0445,22.5,119073416,51161757,46610800,442937,46.76,0,3,1,2,2,3
2021-12-08,10630858,50811,146094,163,1.08,1259248,337729388,0.0445,22.5,119539198,51183457,46640237,465782,46.76,0,3,1,2,2,3
2021-12-09,10681140,50282,146242,148,1.1,1330121,339059509,0.0431,23.2,120066540,51207496,46674061,527342,46.76,0,3,1,2,2,3
2021-12-10,10739492,58352,146362,120,1.14,1180963,340240472,0.0433,23.1,120549526,51229559,46706023,482986,46.76,0,3,1,2,2,3
2021-12-11,10791771,52279,146494,132,1.18,997593,341238065,0.0438,22.8,121165054,51255850,46745007,615528,46.76,0,3,1,2,2,3
2021-12-12,10839842,48071,146546,52,1.19,1242507,342480572,0.0438,22.8,121616098,51279167,46775202,451044,46.76,0,3,1,2,2,3
2021-12-13,10893795,53953,146584,38,1.19,1292961,343773533,0.043,23.2,122178898,51298838,46804609,562800,46.76,0,3,1,2,2,3
2021-12-14,10953541,59746,146734,150,1.26,1306277,345079810,0.0434,23.1,122907579,51332920,46842497,728681,46.76,0,3,1,2,2,3
2021-12-15,11031507,77966,146898,164,1.31,1629971,346709781,0.0446,22.4,123719623,51360987,46881291,812044,48.61,0,3,1,2,2,3
2021-12-16,11119308,87801,147045,147,1.36,1607951,348317732,0.0473,21.1,124656103,51393664,46923788,936480,48.61,0,3,1,2,2,3
2021-12-17,11212021,92713,147158,113,1.39,1565426,349883158,0.049,20.4,125583800,51426554,46966074,927697,48.61,0,3,1,2,2,3
2021-12-18,11301095,89074,147283,125,1.4,1397672,351280830,0.0507,19.7,126608633,51464883,47011972,1024833,48.61,0,3,1,2,2,3
2021-12-19,11383054,81959,147328,45,1.37,1491284,352772114,0.0528,18.9,127528154,51498034,47051876,919521,48.61,0,3,1,2,2,3
2021-12-20,11475425,92371,147371,43,1.3,1471414,354243528,0.0556,18,128516864,51537827,47102814,988710,48.61,0,3,1,2,2,3
2021-12-21,11564723,89298,147544,173,1.31,1479757,355723285,0.0574,17.4,129579569,51577782,47156899,1062705,48.61,0,3,1,2,2,3
2021-12-22,11670349,105626,147685,141,1.31,1645627,357368912,0.0599,16.7,130512070,51617091,47210053,932501,48.61,0,3,1,2,2,3
2021-12-23,11793109,122760,147832,147,1.32,1650324,359019236,0.063,15.9,131194282,51649696,47254099,682212,48.61,0,3,1,2,2,3
2021-12-24,11914919,121810,147969,137,1.31,1604506,360623742,0.0654,15.3,131388389,51660466,47268067,194107,48.61,0,3,1,2,2,3
2021-12-25,12036780,121861,147979,10,1.3,1179849,361803591,0.0699,14.3,131400741,51661421,47268984,12352,48.61,0,3,1,2,2,3
2021-12-26,12155725,118945,147982,3,1.45,1270225,363073816,0.075,13.3,131427743,51663356,47271068,27002,48.61,0,3,1,2,2,3
2021-12-27,12263424,107699,148125,143,1.73,1278749,364352565,0.0779,12.8,131743125,51681547,47294774,315382,,0,3,1,2,2,3
2021-12-28,12401449,138025,148144,19,1.67,1471906,365824471,0.0828,12.1,132121605,51705406,47324308,378480,,0,3,1,2,2,3
2021-12-29,12585924,184475,148202,58,1.62,1496888,367321359,0.092,10.9,132633271,51738013,47368074,511666,,0,3,1,2,2,3
2021-12-30,12774849,188925,148534,332,1.53,1534344,368855703,0.0998,10,133108303,51771384,47412181,475032,,0,3,1,2,2,3
2021-12-31,12965393,190544,148737,203,1.45,,,,,133312817,51786768,47434251,204514,,0,3,1,2,2,3
2022-01-01,13127965,162572,148891,154,1.39,,,,,133336724,51789045,47437009,23907,,0,3,1,2,2,3
2022-01-02,13262908,134943,148964,73,1.31,,,,,133477149,51801494,47453494,140425,,0,3,1,2,2,3
2022-01-03,13450322,187414,149006,42,1.2,,,,,133667427,51820652,47482789,190278,,0,3,1,2,2,3
2022-01-04,13671544,221222,149055,49,,,,,,133956004,51845518,47523676,288577,,,,,,,
2022-01-05,13866159,194615,149399,344,,,,,,134274176,51874548,47565340,318172,,,,,,,
2022-01-06,14046769,180610,149630,231,,,,,,134563461,51897289,47600028,289285,,,,,,,
2022-01-07,14225637,178868,149860,230,,,,,,,,,,,,,,,,
